656,331,71,189
817,411,95,196
770,408,85,195
731,413,95,195
656,431,92,202
619,444,76,210
606,462,83,191
547,496,90,160
729,340,69,191
457,491,98,168
382,503,93,154
341,508,91,153
361,478,76,148
364,463,85,150
410,430,87,164
443,426,81,172
495,429,80,187
529,451,86,158
608,459,75,163
770,343,78,189
734,477,86,168
862,505,75,155
903,548,96,107
964,530,78,137
933,514,87,148
854,487,91,162
788,484,83,167
732,466,95,189
702,466,91,183
696,504,91,141
841,362,75,168
782,486,89,173
872,478,74,174
932,472,79,177
963,487,89,154
935,465,97,172
879,438,83,171
830,437,88,173
775,433,81,179
715,452,98,167
634,462,88,175
914,358,90,174
538,471,86,182
461,476,104,185
423,492,78,167
428,467,77,168
471,440,89,188
509,435,86,182
550,447,83,180
517,462,86,157
468,434,85,169
442,413,83,177
947,382,89,177
372,396,83,183
375,409,76,152
425,390,68,175
469,398,74,175
510,376,77,197
532,407,105,187
614,408,61,190
684,412,87,175
906,377,86,186
838,375,81,208
771,414,91,193
700,452,79,172
697,450,84,153
685,321,79,200
762,410,82,202
797,418,87,194
839,428,88,190
