639,396,81,192
937,399,77,215
624,377,91,223
775,387,86,189
619,378,91,229
538,395,84,187
589,379,89,246
649,390,105,235
697,371,79,228
742,385,94,200
785,371,93,221
779,379,90,221
712,374,102,216
616,368,97,233
716,393,79,221
803,363,88,239
791,364,103,232
742,375,102,252
871,401,103,270
1010,321,91,293
1024,417,110,249
817,404,134,244
560,425,102,220
520,362,97,261
635,356,96,251
540,352,101,245
593,357,112,248
634,367,94,241
592,371,105,226
680,347,103,249
729,382,97,219
616,378,109,210
578,363,83,228
521,348,111,243
573,353,97,250
691,338,88,234
863,344,93,282
