1482,403,240,407
1479,398,198,426
1404,419,192,369
1353,428,162,336
1276,421,216,386
1234,412,173,356
1224,407,206,353
1192,419,170,339
1200,391,176,339
1188,406,146,341
1186,373,158,336
1177,328,218,383
1203,322,171,347
1192,335,188,360
1194,334,183,365
1180,323,195,381
1176,320,197,369
1161,314,210,390
1131,308,192,401
1144,283,228,402
1113,278,216,420
1110,251,212,428
1050,241,242,468
1005,215,261,459
990,167,264,558
987,163,252,536
952,170,278,557
846,116,360,675
855,148,357,678
765,145,389,636
774,172,338,698
778,155,315,677
736,142,360,716
699,130,350,704
691,139,354,746
685,127,356,737
664,130,353,648
648,125,362,762
691,149,383,779
666,148,347,732
649,119,378,738
706,146,339,801
733,154,348,749
763,175,297,758
693,118,374,800
685,151,339,776
669,172,323,756
625,127,317,740
513,112,374,819
558,113,356,825
523,119,357,794
505,97,366,852
466,118,365,857
402,143,336,777
403,122,275,806
348,161,350,773
340,112,315,743
379,148,302,750
349,170,308,729
360,194,341,776
384,194,291,732
378,193,266,717
385,230,311,713
412,248,273,666
432,277,297,666
423,262,345,686
468,272,330,657
466,257,338,692
504,284,327,669
526,272,320,681
603,275,320,684
565,250,303,627
636,286,341,626
607,256,437,644
682,245,350,636
720,254,321,659
742,185,290,650
753,235,278,644
751,254,314,615
783,266,276,635
784,209,267,654
783,194,308,665
804,155,311,710
850,190,311,714
817,185,281,630
876,197,252,638
906,227,257,611
852,223,279,582
853,151,275,671
846,173,251,669
810,163,240,636
759,164,302,708
760,197,291,611
694,208,263,633
669,185,330,632
643,185,257,618
594,169,267,641
630,203,230,605
568,172,276,650
540,158,266,645
586,136,284,645
588,119,306,636
580,101,339,669
561,125,320,594
588,125,300,648
586,124,288,606
534,88,363,654
549,109,314,647
559,128,356,635
598,122,287,632
585,145,293,696
574,131,336,702
541,154,315,687
534,179,368,696
529,156,357,704
543,181,320,669
595,179,311,692
558,152,365,729
666,131,308,693
631,139,320,653
645,127,318,714
664,155,395,821
681,155,360,672
715,134,378,680
765,160,377,677
802,179,353,677
793,175,327,692
778,196,321,611
780,194,299,651
789,188,365,615
853,156,297,659
837,137,306,651
859,160,285,650
835,148,324,684
816,104,312,696
808,142,321,683
853,143,269,690
820,152,309,720
819,172,308,729
840,140,329,743
766,155,303,672
751,194,308,650
778,191,300,686
769,215,308,675
771,203,282,680
759,190,297,756
790,211,251,665
756,176,237,731
760,202,273,684
766,217,261,711
750,256,272,630
753,156,261,704
747,202,261,696
723,199,255,696
676,221,270,648
654,220,281,695
669,220,336,746
613,233,323,683
636,214,305,719
651,212,263,704
636,218,239,663
618,220,215,638
607,230,221,647
594,227,305,630
573,245,308,621
606,269,269,621
573,269,351,701
604,226,186,704
564,200,296,671
547,214,287,668
525,215,323,690
573,191,339,672
555,179,296,704
552,191,275,746
565,209,338,813
588,193,288,750
598,175,296,795
583,229,363,788
556,188,363,819
583,197,365,741
597,239,315,806
630,196,314,822
640,251,260,777
619,188,318,785
616,217,368,803
643,202,351,804
655,203,350,801
673,253,273,812
634,335,341,723
678,244,396,728
697,287,336,693
688,329,333,668
759,319,267,617
730,338,279,545
724,326,255,564
733,335,269,612
750,329,285,618
720,311,348,656
724,310,282,689
697,299,317,570
721,283,227,561
727,316,242,524
706,302,237,515
678,316,243,495
718,304,201,525
694,281,195,480
706,280,225,552
709,257,261,500
712,242,206,497
720,236,239,536
759,196,222,536
759,179,230,594
751,193,278,561
732,166,252,617
688,164,317,578
699,179,275,548
705,203,287,539
715,187,269,536
712,155,231,597
672,182,278,558
678,179,209,579
651,212,225,539
684,202,204,554
618,191,270,666
613,220,267,590
636,223,224,599
591,206,237,626
555,197,282,543
565,202,258,549
567,205,266,606
573,208,260,537
568,200,266,579
559,205,258,584
555,233,266,516
574,227,224,497
562,221,270,494
576,220,246,522
591,196,293,575
586,214,263,558
601,211,269,590
604,244,281,539
612,215,290,542
613,239,309,575
630,238,276,525
663,227,249,575
654,223,291,548
661,221,195,459
619,185,279,479
688,166,231,507
697,182,302,534
735,217,251,459
786,188,260,530
709,170,245,542
660,185,290,534
687,196,237,498
654,196,276,555
688,182,224,473
649,169,282,471
618,137,258,537
618,151,266,584
616,196,273,596
571,193,293,515
547,152,248,540
577,136,252,572
517,133,216,584
519,122,240,588
492,152,255,636
423,149,297,686
384,139,329,587
423,182,243,519
448,145,255,608
411,229,294,548
355,112,309,600
408,188,228,551
403,214,258,527
414,224,269,545
417,187,240,576
411,158,272,579
420,148,243,588
370,184,257,569
391,179,243,560
409,176,260,516
423,146,209,543
412,127,260,560
430,175,210,534
436,197,239,582
439,158,240,573
459,163,215,554
418,164,225,569
442,137,266,614
409,122,273,621
423,143,311,621
426,128,312,663
441,122,230,626
373,98,245,645
373,156,272,585
372,131,261,600
364,83,299,639
343,113,317,660
346,121,282,662
324,109,281,713
331,122,267,668
319,133,282,719
253,136,308,717
277,98,360,725
288,88,339,758
262,44,315,677
249,70,330,686
231,80,350,720
225,44,315,711
181,61,315,675
223,73,311,638
219,50,290,648
208,14,336,695
184,71,338,713
252,39,269,723
211,62,320,699
229,47,369,690
327,47,326,669
387,32,273,713
372,56,302,729
364,61,314,740
391,89,279,648
376,82,339,672
463,64,296,611
460,47,324,657
493,119,285,711
498,78,282,698
489,67,312,731
423,73,318,728
409,41,332,702
354,127,360,651
339,46,392,749
322,68,329,651
312,104,317,662
256,106,275,749
252,115,288,695
238,124,276,678
177,151,344,672
201,140,255,641
180,158,305,663
205,170,255,663
162,140,333,668
244,182,296,626
235,169,305,672
238,173,315,605
250,236,320,759
246,199,311,732
234,260,393,701
241,307,300,606
171,314,372,612
169,266,300,621
178,301,285,564
88,275,294,731
1278,284,78,159
1290,280,63,147
1287,283,62,131
1285,277,54,120
1291,280,57,137
1290,289,53,111
1303,287,42,99
1293,299,54,110
1300,292,48,102
1294,287,47,107
1296,293,50,99
1294,289,51,95
1287,283,54,104
1291,287,48,101
1294,292,39,84
1288,286,42,87
1294,293,41,83
1288,290,50,108
1291,286,42,101
1284,299,41,86
1275,289,48,93
1287,299,39,89
1284,299,41,87
1275,295,51,92
1273,301,42,80
1273,286,44,87
1272,289,47,84
1275,290,38,87
1266,286,47,95
1266,283,45,87
1260,286,48,87
1254,284,48,93
1252,287,47,80
1251,280,42,89
1252,292,41,78
1237,271,48,94
1245,287,45,78
1225,277,51,95
1249,284,32,83
1228,278,51,95
1240,283,38,82
1237,281,39,90
1230,281,48,94
1222,269,41,96
1216,281,53,94
1210,283,54,90
1215,286,56,92
1210,280,57,83
1213,286,59,79
1204,287,57,78
1207,284,51,74
1212,289,54,78
1209,281,57,90
1198,281,63,87
1203,281,51,82
1210,277,57,77
1209,277,42,83
1207,278,59,80
1200,281,60,82
1204,274,53,80
1203,283,57,72
1204,268,53,87
1203,271,51,78
1198,269,51,77
1209,266,45,83
1203,268,54,78
1200,269,59,81
1197,271,39,93
1188,268,59,86
1195,263,53,108
1180,272,62,98
1177,275,57,95
1185,269,56,96
1177,269,48,96
1165,271,63,96
1171,272,59,110
1161,272,62,89
1156,274,66,98
1158,269,65,93
1153,272,63,89
1149,271,62,89
1153,277,48,78
1143,277,63,87
1141,284,56,75
1138,271,48,94
1131,262,53,87
1119,266,47,93
1132,272,48,95
1119,271,42,99
1114,275,57,108
1108,272,39,87
1104,280,42,81
1098,259,41,90
1092,256,56,99
