1179,290,179,111
1168,284,177,131
1150,261,173,125
1152,258,173,137
1135,233,147,120
1110,230,140,108
1068,219,170,108
1051,201,165,116
1009,203,165,95
993,180,138,111
969,174,137,110
955,173,131,122
919,165,138,95
892,188,150,102
850,174,145,101
825,185,139,107
799,206,124,116
816,203,141,90
807,173,115,98
792,176,106,89
765,179,122,98
760,171,114,113
765,174,97,104
742,180,107,95
732,176,102,123
735,182,96,111
723,185,102,126
718,189,116,116
951,-1,116,69
940,3,110,86
885,6,145,104
883,12,127,122
822,3,167,189
820,14,130,167
798,39,153,207
790,51,144,195
756,74,148,191
747,116,159,180
705,132,189,188
675,189,217,144
667,203,192,161
619,234,180,149
592,230,173,204
555,242,182,164
546,255,218,188
508,236,189,197
484,269,176,182
469,261,174,191
466,261,138,216
445,258,158,183
435,255,158,197
429,237,102,212
406,239,132,201
402,230,131,188
402,212,126,203
384,200,149,180
378,197,137,173
366,174,149,155
372,167,168,152
361,165,170,129
361,144,170,132
363,104,176,126
412,75,146,120
414,51,149,126
411,44,176,126
406,15,173,126
421,9,189,110
448,3,152,140
495,2,159,134
526,5,134,131
544,6,128,117
577,5,126,131
586,8,153,123
636,8,120,125
646,2,114,132
642,11,140,122
657,5,135,155
676,17,135,186
690,6,156,195
714,23,120,191
711,30,131,180
714,36,128,185
712,47,158,185
718,78,141,201
729,99,126,189
738,120,137,218
762,138,122,227
762,164,132,237
766,206,154,212
786,224,162,222
789,273,196,195
808,282,192,179
826,305,180,173
825,323,216,168
859,323,192,168
925,326,164,158
960,330,180,170
990,311,155,210
1029,311,144,186
1045,294,135,213
1063,293,152,204
1078,297,137,197
1090,269,126,219
1114,260,156,213
1119,260,131,186
1116,245,158,191
1132,222,143,221
1128,222,167,186
1123,203,179,177
1117,188,194,162
1123,174,183,176
1084,138,158,156
1062,102,195,155
1065,90,165,143
1045,56,179,156
1050,63,201,164
1012,50,188,141
978,48,197,137
951,15,156,152
924,11,186,155
922,17,167,162
897,17,173,177
957,314,167,179
928,326,248,141
907,338,183,144
849,357,209,146
825,360,201,134
823,357,189,131
792,350,175,140
787,351,157,179
757,362,166,150
703,363,193,162
679,374,210,166
640,368,258,177
619,374,216,157
609,371,249,189
568,372,285,193
574,404,281,163
537,413,319,168
517,410,366,181
507,413,388,151
496,407,426,215
519,426,428,183
523,426,477,221
558,437,491,224
589,428,563,287
672,438,504,284
750,423,537,333
943,395,380,302
961,359,441,372
1077,405,405,360
1170,398,323,356
1155,369,387,390
1200,393,369,344
1192,374,402,288
1227,372,356,294
1231,353,384,278
1237,380,338,236
1219,354,359,272
1203,347,387,282
1203,354,365,221
1215,345,350,219
1197,338,329,192
1165,327,399,225
1144,309,354,195
1117,330,347,195
1108,336,320,186
1101,345,290,170
1071,324,285,189
1027,342,324,176
1009,339,297,185
991,330,287,182
954,342,284,158
948,326,240,171
924,333,257,161
897,339,263,165
864,323,254,168
859,356,239,131
844,354,270,131
798,357,281,134
826,359,234,174
819,342,232,155
795,366,233,143
778,363,217,129
750,383,207,147
739,354,196,143
733,356,210,152
705,353,214,161
690,402,216,118
684,398,162,130
670,401,168,117
651,387,168,153
661,389,155,123
636,396,170,144
633,395,168,133
