704,334,81,190
553,366,88,148
682,357,70,183
564,337,99,204
625,373,93,181
661,429,98,164
712,398,105,166
682,380,99,173
723,379,123,169
698,348,100,203
738,346,103,203
697,350,94,204
675,363,89,206
672,356,95,205
716,398,87,177
710,364,88,209
713,443,98,199
672,380,97,203
651,330,98,207
641,299,88,206
630,337,86,193
645,312,88,194
649,292,78,195
641,297,78,202
650,324,78,220
649,352,78,209
654,396,95,203
673,395,95,202
678,395,105,205
607,390,89,197
498,359,100,200
466,412,94,184
511,334,96,217
521,318,99,185
541,321,93,197
652,333,71,204
542,365,85,183
517,442,70,193
464,382,96,196
470,451,100,203
479,362,103,212
488,348,87,183
520,312,87,194
604,344,90,199
644,433,149,137
789,446,106,124
628,367,98,163
740,381,99,180
573,374,120,164
530,349,88,155
604,348,97,186
684,420,88,185
736,375,93,203
766,458,100,190
634,382,106,202
