1240,382,120,212
1261,392,114,183
1222,380,131,171
1219,392,126,215
1173,389,159,182
1179,385,101,167
1153,382,119,168
1138,379,113,179
1129,385,89,183
1092,397,125,179
1087,400,113,173
1078,403,114,165
1053,397,144,167
1036,394,159,156
1032,400,128,174
1020,389,138,174
1023,401,117,147
984,406,126,173
997,418,101,162
973,428,123,174
949,412,128,149
975,416,101,156
943,412,110,185
936,422,138,192
903,385,146,234
903,383,119,200
847,332,149,267
876,317,116,278
871,338,128,230
835,299,126,228
844,292,101,222
843,283,99,217
825,251,108,251
816,266,108,233
817,256,122,236
826,271,98,228
807,256,132,252
805,260,117,249
811,283,126,231
795,284,137,234
789,301,135,242
790,314,152,224
807,314,125,266
814,307,132,312
795,316,143,299
799,323,137,282
805,335,144,318
823,328,159,362
816,332,167,411
823,346,171,398
859,385,141,389
823,364,179,381
873,367,137,365
901,377,153,396
880,380,182,423
910,359,158,435
916,361,167,426
939,388,132,386
937,362,150,434
942,353,170,444
937,413,215,465
1008,478,196,423
1020,530,177,387
1023,524,181,395
1050,550,156,443
1032,562,177,407
1057,562,161,420
1068,550,167,443
1050,526,168,467
1054,548,183,482
1053,509,197,476
1029,520,231,480
1042,545,212,519
1051,547,179,513
1059,538,180,528
1060,584,182,482
1048,538,206,522
1057,562,188,498
1039,566,201,483
1065,556,174,449
1071,566,168,512
1071,563,159,485
1080,551,164,521
1071,551,165,500
1054,571,168,452
1066,557,165,486
1062,572,129,453
1078,565,135,474
1074,568,134,473
1060,563,150,486
1060,545,162,473
1048,562,158,404
1041,550,141,416
1023,553,156,413
1044,553,135,438
1048,556,126,383
1027,545,146,410
988,551,161,374
985,551,165,386
985,565,160,417
976,571,168,410
984,580,165,392
954,569,236,413
936,563,234,477
939,566,233,411
946,556,213,411
946,574,216,431
955,532,207,444
936,544,159,432
952,511,185,474
958,524,146,452
978,512,169,461
970,511,181,516
991,499,183,498
1000,499,165,482
1045,292,177,291
1021,265,192,291
1033,287,138,246
1053,296,138,245
1042,311,171,275
1027,286,207,284
1032,302,164,279
1038,311,173,333
1018,337,204,282
1017,332,183,299
1027,320,185,354
1027,337,162,314
1026,346,180,332
1024,370,167,311
1035,389,215,338
1032,395,189,345
1030,403,195,350
1027,410,201,338
1033,430,215,344
1023,428,210,314
1047,436,218,354
1045,452,224,332
1044,452,206,314
1041,457,224,318
1047,443,200,329
1054,439,222,327
1047,446,221,348
1039,437,249,347
1051,428,222,332
1063,443,237,348
1060,421,216,362
1066,373,210,417
1042,364,233,422
1053,341,209,417
1048,295,228,519
1059,302,227,479
1069,295,215,519
1066,245,225,539
1065,229,213,561
1090,239,197,555
1083,170,204,609
1072,221,225,584
1099,209,213,615
1107,156,198,650
1077,205,237,573
1126,193,192,632
1093,194,234,594
1087,173,231,618
1086,160,261,615
1114,158,237,585
1095,146,252,560
1074,127,242,683
1080,127,261,602
1108,91,212,672
1077,179,267,576
1072,160,315,606
1066,139,314,660
1080,125,315,650
1111,149,276,608
1105,173,297,575
1086,164,306,621
1102,161,272,594
1039,178,323,647
1024,130,305,632
1036,212,287,551
1075,212,281,594
1068,238,281,587
1030,328,339,494
1083,362,273,488
1086,380,267,443
1033,379,311,489
1057,436,314,452
1044,400,300,521
1033,421,312,521
1042,473,306,450
1060,470,308,413
1059,473,296,456
1080,485,293,401
1104,529,278,435
1017,541,327,419
1065,557,315,405
912,634,422,332
915,622,428,389
855,595,447,372
919,625,371,368
885,691,356,327
745,635,500,317
855,673,411,339
825,652,374,360
835,617,450,347
796,671,413,354
820,611,455,414
717,691,482,353
684,676,488,399
732,695,504,381
796,685,447,396
769,652,395,453
741,616,431,470
805,629,366,457
669,652,431,450
748,608,462,485
774,649,404,470
772,611,423,555
730,733,500,479
774,814,548,432
834,764,446,401
831,821,554,401
894,857,414,366
870,826,368,260
822,889,479,327
828,862,437,273
796,871,527,377
829,854,455,312
829,862,618,384
888,911,528,300
814,844,398,284
795,839,360,345
744,860,494,300
744,883,453,302
670,841,572,285
796,859,447,261
766,863,581,326
753,862,435,296
772,883,503,288
798,898,533,182
715,890,518,210
744,853,441,260
744,886,543,221
726,860,585,269
717,857,567,270
712,373,350,546
757,370,365,534
736,376,369,474
717,385,326,567
703,401,329,573
732,446,299,590
762,452,263,530
730,418,300,590
741,457,309,596
697,425,318,629
696,451,309,560
708,491,309,558
691,479,350,605
640,488,351,584
694,460,287,605
690,485,302,608
658,499,317,612
660,476,293,560
634,448,341,672
624,400,335,653
615,415,284,690
589,355,339,701
579,364,345,630
576,238,266,846
550,230,332,821
529,220,335,833
501,221,330,834
493,191,342,884
496,235,306,810
450,200,363,813
435,220,354,798
406,251,383,770
438,247,353,747
412,230,330,857
466,289,293,758
436,265,335,786
400,268,381,776
432,328,329,791
378,298,369,786
424,301,315,734
423,370,300,705
399,359,321,669
394,329,288,707
405,332,273,683
405,374,288,758
423,409,251,690
388,334,297,783
363,364,353,722
361,409,381,692
355,439,321,653
384,407,320,662
385,424,311,668
348,596,312,534
367,620,305,476
337,620,287,500
346,626,254,411
330,625,309,486
367,605,315,464
364,641,252,425
327,632,263,453
336,637,297,446
342,685,209,467
325,707,329,404
300,502,282,557
333,646,341,494
348,701,422,467
378,754,395,416
400,727,428,446
487,511,298,651
511,500,300,597
496,505,299,560
457,466,345,614
478,394,323,669
505,427,360,662
504,359,296,732
526,355,377,722
639,329,417,710
672,205,390,810
718,242,408,837
760,155,408,870
798,161,356,870
787,83,452,966
799,82,467,911
829,88,432,920
858,83,389,924
877,65,468,957
855,78,435,918
865,104,429,926
852,176,422,819
864,193,447,819
876,239,386,678
861,299,359,761
874,341,324,701
858,350,359,678
844,317,278,719
771,349,315,740
756,295,284,756
720,278,281,788
697,283,342,783
615,241,344,839
571,217,368,804
592,194,288,849
579,154,324,833
583,145,222,887
573,118,342,977
552,134,317,890
567,98,303,911
640,115,303,933
639,127,314,857
652,179,347,891
658,176,353,840
658,156,393,887
705,211,335,857
694,190,351,813
726,212,282,810
730,227,366,855
732,230,332,915
702,218,335,867
721,202,297,902
739,271,287,822
768,212,315,881
708,208,339,837
712,229,374,837
702,214,360,839
693,206,380,869
718,211,342,846
690,211,356,873
730,227,336,818
700,218,342,833
738,203,291,846
675,224,363,783
690,239,341,750
670,253,347,813
661,238,362,816
652,260,372,771
690,260,393,833
646,265,413,819
651,286,375,836
592,253,437,839
639,263,375,812
661,278,387,860
639,305,395,821
648,280,429,845
603,308,360,824
643,341,350,783
562,272,435,894
627,290,402,825
627,365,348,773
583,308,434,863
588,299,413,803
616,338,383,786
634,349,330,795
580,338,353,773
613,365,321,776
646,338,366,783
597,334,360,701
579,349,449,723
628,337,414,737
555,281,411,830
613,323,408,747
682,326,395,744
669,265,378,804
315,-1,123,141
337,13,165,225
345,19,212,296
340,35,173,264
331,56,173,314
390,-1,275,240
417,1,183,281
465,11,177,254
484,4,149,284
471,11,135,302
472,7,105,237
477,10,140,249
451,11,174,246
472,7,161,257
321,806,201,300
348,769,248,363
376,680,249,432
400,698,260,371
441,682,209,347
481,619,218,329
517,568,198,425
517,613,186,317
549,524,141,375
523,520,174,287
601,496,192,344
649,466,141,324
654,497,141,275
685,463,155,272
690,451,144,243
714,433,138,218
744,443,120,207
775,433,104,195
778,436,119,180
790,409,107,182
838,407,102,159
859,386,111,171
867,383,120,185
892,352,118,195
904,353,114,210
933,344,146,191
948,332,134,182
967,313,138,168
999,326,105,191
1014,319,153,179
1018,301,132,188
1018,302,143,203
1027,292,152,194
1053,299,135,191
1093,289,119,195
1102,280,134,182
1120,274,111,155
1120,275,116,179
1122,281,135,167
1122,260,141,177
1129,265,143,147
1126,254,144,158
1143,245,150,185
1131,244,161,161
1141,248,152,158
1141,244,155,165
1131,212,152,158
1150,215,177,149
1132,215,170,152
1152,208,134,159
1134,223,161,146
1138,185,156,165
1101,199,143,158
1116,161,165,183
1102,188,158,137
1075,178,185,167
1083,182,147,152
1072,181,167,164
1074,169,146,189
1060,170,168,162
1063,151,161,182
1059,164,150,182
1048,154,159,188
1033,175,146,171
1044,164,128,167
1005,163,138,186
1020,173,117,158
1018,185,138,167
1014,200,114,168
991,197,134,155
987,208,131,137
981,220,129,156
961,229,152,144
973,242,128,138
945,239,117,152
910,256,167,140
918,259,153,135
895,265,155,143
861,277,165,155
883,280,146,141
841,298,143,156
865,311,119,147
828,337,122,149
799,325,144,161
786,338,150,164
780,346,159,170
739,341,144,186
709,337,134,200
700,338,138,213
688,301,135,246
642,293,137,248
637,308,177,290
637,290,116,266
619,287,138,257
594,248,150,275
597,218,152,306
589,227,171,275
598,233,131,275
598,200,149,305
600,173,141,317
579,143,179,339
547,112,200,329
600,116,153,306
535,70,233,351
567,47,212,441
568,67,209,366
604,59,192,404
609,70,210,423
613,71,194,404
582,78,222,440
624,82,204,465
679,112,170,444
661,146,207,483
652,211,197,420
691,215,237,467
711,245,192,452
679,257,221,435
679,337,224,557
708,365,222,581
715,466,243,510
739,472,225,423
715,520,215,515
703,556,204,488
748,604,218,461
757,691,225,425
763,730,218,354
804,739,189,368
796,748,204,363
822,692,177,404
838,796,182,287
852,809,198,297
883,785,150,354
892,803,161,360
909,809,174,342
919,772,209,314
948,763,192,341
943,767,212,320
970,739,183,350
1005,722,206,365
1011,665,153,402
1015,685,160,395
1039,647,186,428
1032,602,215,462
1062,593,222,477
1068,569,242,485
1047,563,200,459
1063,490,197,542
1068,482,228,503
1081,451,216,534
1096,488,197,438
1101,383,195,494
1114,380,203,447
1114,376,192,467
1135,349,179,542
1108,326,194,488
1108,323,197,501
1093,283,198,537
1113,293,189,518
1090,275,204,462
1095,263,201,527
1077,256,168,513
1084,248,218,494
1083,245,212,519
1071,266,206,506
1069,307,213,473
1048,277,227,452
1029,278,228,408
1030,281,224,452
1042,301,243,426
1041,290,215,411
1047,314,230,492
1045,313,173,429
1057,281,203,434
1042,286,213,437
1044,293,171,417
1039,274,209,453
1069,272,213,435
1071,290,191,483
1038,287,216,431
1074,254,188,432
1030,299,230,363
1054,262,233,417
1051,298,225,405
1060,265,218,389
1066,298,224,396
1072,260,209,429
1071,281,221,411
1054,281,252,383
1042,311,245,402
1078,299,216,375
1045,271,239,401
1087,298,177,377
1062,292,237,419
1063,283,210,437
1081,281,201,467
1095,295,203,387
1086,298,248,483
1014,319,266,428
1056,323,245,425
1089,320,213,479
1029,310,242,458
1048,349,240,404
1018,307,263,459
975,322,282,473
1035,340,242,441
1033,362,260,459
1044,361,230,480
1033,370,264,428
1035,383,206,452
1038,370,194,479
1039,380,224,500
1041,394,206,471
1023,386,205,494
1030,391,200,464
1002,319,221,512
1026,370,201,474
1015,359,232,497
988,332,219,573
1020,367,165,509
1003,398,168,492
993,392,180,470
990,380,191,533
1006,410,185,474
1014,353,167,548
972,406,218,453
972,383,173,522
966,353,198,504
958,337,191,558
957,341,198,506
973,322,185,572
936,316,186,554
949,305,198,539
937,305,171,537
931,313,164,519
930,301,179,494
912,266,180,567
927,277,171,504
921,265,183,545
925,266,191,551
1114,392,261,606
1099,395,287,572
1090,389,291,599
1095,386,336,669
1081,370,314,638
1096,368,279,644
1083,367,278,675
1080,377,260,633
1080,344,276,734
1095,404,222,641
1063,325,285,714
1075,322,249,678
1086,298,216,737
1032,262,278,770
1042,223,203,809
1011,208,317,825
1056,199,231,830
1038,160,245,864
1024,136,272,843
1050,106,221,869
1006,107,252,783
1026,104,243,794
1020,106,267,786
1012,104,200,674
1009,100,242,669
1002,136,234,615
1006,140,231,611
940,133,275,575
1017,145,210,560
999,164,252,552
1006,214,198,482
1024,205,233,503
1024,187,221,533
1009,211,221,480
1009,205,239,447
996,218,197,471
1012,233,189,432
972,241,201,396
990,232,200,449
993,253,193,437
1006,259,170,515
993,275,211,506
1006,298,209,470
984,296,227,488
979,286,230,531
1009,289,186,507
1005,293,236,485
978,302,292,561
993,320,256,510
993,323,241,539
1020,317,192,539
1003,311,240,518
1012,305,230,506
1029,326,222,515
1033,320,218,503
1015,344,208,519
1006,326,200,620
1000,335,219,630
1024,344,210,648
999,361,258,578
954,361,264,669
978,346,208,677
978,361,220,596
927,302,239,692
991,346,182,657
909,397,293,660
903,368,189,674
868,328,248,698
882,323,228,717
870,353,266,677
870,266,255,728
853,245,218,758
847,290,245,747
802,271,279,663
801,173,275,860
828,223,233,869
822,196,261,791
814,175,248,891
783,191,279,776
760,194,239,774
